customer_id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
CUST21,56,management,married,tertiary,no,779,yes,no,unknown,5,may,164,1,-1,0,unknown,no
CUST22,32,blue-collar,single,primary,no,23,yes,yes,unknown,5,may,160,1,-1,0,unknown,no
CUST23,25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,-1,0,unknown,no
CUST24,40,retired,married,primary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
CUST25,44,admin.,married,secondary,no,-372,yes,no,unknown,5,may,172,1,-1,0,unknown,no
CUST26,39,management,single,tertiary,no,255,yes,no,unknown,5,may,296,1,-1,0,unknown,no
CUST27,52,entrepreneur,married,secondary,no,113,yes,yes,unknown,5,may,127,1,-1,0,unknown,no
CUST28,46,management,single,secondary,no,-246,yes,no,unknown,5,may,255,2,-1,0,unknown,no
CUST29,36,technician,single,secondary,no,265,yes,yes,unknown,5,may,348,1,-1,0,unknown,no
CUST30,57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,-1,0,unknown,no
CUST31,49,management,married,tertiary,no,378,yes,no,unknown,5,may,230,1,-1,0,unknown,no
CUST32,60,admin.,married,secondary,no,39,yes,yes,unknown,5,may,208,1,-1,0,unknown,no
CUST33,59,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,no
CUST34,51,management,married,tertiary,no,10635,yes,no,unknown,5,may,336,1,-1,0,unknown,no
CUST35,57,technician,divorced,secondary,no,63,yes,no,unknown,5,may,242,1,-1,0,unknown,no
CUST36,25,blue-collar,married,secondary,no,-7,yes,no,unknown,5,may,365,1,-1,0,unknown,no
CUST37,53,technician,married,secondary,no,-3,no,no,unknown,5,may,1666,1,-1,0,unknown,no
CUST38,36,admin.,divorced,secondary,no,506,yes,no,unknown,5,may,577,1,-1,0,unknown,no
CUST39,37,admin.,single,secondary,no,0,yes,no,unknown,5,may,137,1,-1,0,unknown,no
CUST40,44,services,divorced,secondary,no,2586,yes,no,unknown,5,may,160,1,-1,0,unknown,no
CUST41,50,management,married,secondary,no,49,yes,no,unknown,5,may,180,2,-1,0,unknown,no
CUST42,60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown,no
CUST43,54,retired,married,secondary,no,529,yes,no,unknown,5,may,1492,1,-1,0,unknown,no
CUST44,58,retired,married,unknown,no,96,yes,no,unknown,5,may,616,1,-1,0,unknown,no
CUST45,36,admin.,single,primary,no,-171,yes,no,unknown,5,may,242,1,-1,0,unknown,no
CUST46,58,self-employed,married,tertiary,no,-364,yes,no,unknown,5,may,355,1,-1,0,unknown,no
CUST47,44,technician,married,secondary,no,0,yes,no,unknown,5,may,225,2,-1,0,unknown,no
CUST48,55,technician,divorced,secondary,no,0,no,no,unknown,5,may,160,1,-1,0,unknown,no
CUST49,29,management,single,tertiary,no,0,yes,no,unknown,5,may,363,1,-1,0,unknown,no
CUST50,54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266,1,-1,0,unknown,no
CUST51,48,management,divorced,tertiary,no,-244,yes,no,unknown,5,may,253,1,-1,0,unknown,no
CUST52,32,management,married,tertiary,no,0,yes,no,unknown,5,may,179,1,-1,0,unknown,no
CUST53,42,admin.,single,secondary,no,-76,yes,no,unknown,5,may,787,1,-1,0,unknown,no
CUST54,24,technician,single,secondary,no,-103,yes,yes,unknown,5,may,145,1,-1,0,unknown,no
CUST55,38,entrepreneur,single,tertiary,no,243,no,yes,unknown,5,may,174,1,-1,0,unknown,no
CUST56,38,management,single,tertiary,no,424,yes,no,unknown,5,may,104,1,-1,0,unknown,no
CUST57,47,blue-collar,married,unknown,no,306,yes,no,unknown,5,may,13,1,-1,0,unknown,no
CUST58,40,blue-collar,single,unknown,no,24,yes,no,unknown,5,may,185,1,-1,0,unknown,no
CUST59,46,services,married,primary,no,179,yes,no,unknown,5,may,1778,1,-1,0,unknown,no
CUST60,32,admin.,married,tertiary,no,0,yes,no,unknown,5,may,138,1,-1,0,unknown,no
CUST61,53,technician,divorced,secondary,no,989,yes,no,unknown,5,may,812,1,-1,0,unknown,no
CUST62,57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,164,1,-1,0,unknown,no
CUST63,33,services,married,secondary,no,790,yes,no,unknown,5,may,391,1,-1,0,unknown,no
CUST64,49,blue-collar,married,unknown,no,154,yes,no,unknown,5,may,357,1,-1,0,unknown,no
CUST65,51,management,married,tertiary,no,6530,yes,no,unknown,5,may,91,1,-1,0,unknown,no
CUST66,60,retired,married,tertiary,no,100,no,no,unknown,5,may,528,1,-1,0,unknown,no
CUST67,59,management,divorced,tertiary,no,59,yes,no,unknown,5,may,273,1,-1,0,unknown,no
CUST68,55,technician,married,secondary,no,1205,yes,no,unknown,5,may,158,2,-1,0,unknown,no
CUST69,35,blue-collar,single,secondary,no,12223,yes,yes,unknown,5,may,177,1,-1,0,unknown,no
CUST70,57,blue-collar,married,secondary,no,5935,yes,yes,unknown,5,may,258,1,-1,0,unknown,no
CUST71,31,services,married,secondary,no,25,yes,yes,unknown,5,may,172,1,-1,0,unknown,no
CUST72,54,management,married,secondary,no,282,yes,yes,unknown,5,may,154,1,-1,0,unknown,no
CUST73,55,blue-collar,married,primary,no,23,yes,no,unknown,5,may,291,1,-1,0,unknown,no
CUST74,43,technician,married,secondary,no,1937,yes,no,unknown,5,may,181,1,-1,0,unknown,no
CUST75,53,technician,married,secondary,no,384,yes,no,unknown,5,may,176,1,-1,0,unknown,no
CUST76,44,blue-collar,married,secondary,no,582,no,yes,unknown,5,may,211,1,-1,0,unknown,no
CUST77,55,services,divorced,secondary,no,91,no,no,unknown,5,may,349,1,-1,0,unknown,no
CUST78,49,services,divorced,secondary,no,0,yes,yes,unknown,5,may,272,1,-1,0,unknown,no
CUST79,55,services,divorced,secondary,yes,1,yes,no,unknown,5,may,208,1,-1,0,unknown,no
CUST80,45,admin.,single,secondary,no,206,yes,no,unknown,5,may,193,1,-1,0,unknown,no
CUST81,47,services,divorced,secondary,no,164,no,no,unknown,5,may,212,1,-1,0,unknown,no
CUST82,42,technician,single,secondary,no,690,yes,no,unknown,5,may,20,1,-1,0,unknown,no
CUST83,59,admin.,married,secondary,no,2343,yes,no,unknown,5,may,1042,1,-1,0,unknown,yes
CUST84,46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
CUST85,51,blue-collar,married,primary,no,173,yes,no,unknown,5,may,529,2,-1,0,unknown,no
CUST86,56,admin.,married,secondary,no,45,no,no,unknown,5,may,1467,1,-1,0,unknown,yes
CUST87,41,technician,married,secondary,no,1270,yes,no,unknown,5,may,1389,1,-1,0,unknown,yes
CUST88,46,management,divorced,secondary,no,16,yes,yes,unknown,5,may,188,2,-1,0,unknown,no
CUST89,57,retired,married,secondary,no,486,yes,no,unknown,5,may,180,2,-1,0,unknown,no
CUST90,42,management,single,secondary,no,50,no,no,unknown,5,may,48,1,-1,0,unknown,no
CUST91,30,technician,married,secondary,no,152,yes,yes,unknown,5,may,213,2,-1,0,unknown,no
CUST92,60,admin.,married,secondary,no,290,yes,no,unknown,5,may,583,1,-1,0,unknown,no
CUST93,60,blue-collar,married,unknown,no,54,yes,no,unknown,5,may,221,1,-1,0,unknown,no
CUST94,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown,no
CUST95,36,management,married,tertiary,no,101,yes,yes,unknown,5,may,426,1,-1,0,unknown,no
CUST96,55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,unknown,no
CUST97,60,retired,married,tertiary,no,81,yes,no,unknown,5,may,101,1,-1,0,unknown,no
CUST98,39,technician,married,secondary,no,0,yes,no,unknown,5,may,203,1,-1,0,unknown,no
CUST99,46,management,married,tertiary,no,229,yes,no,unknown,5,may,197,1,-1,0,unknown,no
CUST100,44,blue-collar,married,secondary,no,-674,yes,no,unknown,5,may,257,1,-1,0,unknown,no
CUST101,53,blue-collar,married,primary,no,90,no,no,unknown,5,may,124,1,-1,0,unknown,no
CUST102,52,blue-collar,married,primary,no,128,yes,no,unknown,5,may,229,1,-1,0,unknown,no
CUST103,59,blue-collar,married,primary,no,179,yes,no,unknown,5,may,55,3,-1,0,unknown,no
CUST104,27,technician,single,tertiary,no,0,yes,no,unknown,5,may,400,1,-1,0,unknown,no
CUST105,44,blue-collar,married,secondary,no,54,yes,no,unknown,5,may,197,1,-1,0,unknown,no
CUST106,47,technician,married,tertiary,no,151,yes,no,unknown,5,may,190,1,-1,0,unknown,no
CUST107,34,admin.,married,secondary,no,61,no,yes,unknown,5,may,21,1,-1,0,unknown,no
CUST108,59,retired,single,secondary,no,30,yes,no,unknown,5,may,514,1,-1,0,unknown,no
CUST109,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown,no
CUST110,29,services,divorced,secondary,no,31,yes,no,unknown,5,may,194,1,-1,0,unknown,no
CUST111,46,technician,divorced,secondary,no,79,no,no,unknown,5,may,144,1,-1,0,unknown,no
CUST112,56,self-employed,married,primary,no,-34,yes,yes,unknown,5,may,212,2,-1,0,unknown,no
CUST113,36,blue-collar,married,primary,no,448,yes,no,unknown,5,may,286,1,-1,0,unknown,no
CUST114,59,retired,divorced,primary,no,81,yes,no,unknown,5,may,107,1,-1,0,unknown,no
CUST115,44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown,no
CUST116,41,admin.,married,secondary,no,351,yes,no,unknown,5,may,518,1,-1,0,unknown,no
CUST117,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no
CUST118,59,management,divorced,tertiary,no,262,no,no,unknown,5,may,178,1,-1,0,unknown,no
CUST119,57,technician,married,primary,no,0,no,no,unknown,5,may,98,1,-1,0,unknown,no
CUST120,56,technician,divorced,unknown,no,56,yes,no,unknown,5,may,439,1,-1,0,unknown,no
CUST121,51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,-1,0,unknown,no
CUST122,34,admin.,married,unknown,no,3,yes,no,unknown,5,may,120,3,-1,0,unknown,no
CUST123,43,services,married,secondary,no,41,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
CUST124,52,technician,married,tertiary,no,7,no,yes,unknown,5,may,175,1,-1,0,unknown,no
CUST125,33,technician,single,secondary,no,105,yes,no,unknown,5,may,262,2,-1,0,unknown,no
CUST126,29,admin.,single,secondary,no,818,yes,yes,unknown,5,may,61,1,-1,0,unknown,no
CUST127,34,services,married,secondary,no,-16,yes,yes,unknown,5,may,78,1,-1,0,unknown,no
CUST128,31,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,143,1,-1,0,unknown,no
CUST129,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,yes
CUST130,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown,no
CUST131,32,admin.,single,secondary,no,217,yes,no,unknown,5,may,345,1,-1,0,unknown,no
CUST132,38,technician,single,secondary,no,1685,yes,no,unknown,5,may,185,1,-1,0,unknown,no
CUST133,55,admin.,single,secondary,no,802,yes,yes,unknown,5,may,100,2,-1,0,unknown,no
CUST134,28,unemployed,single,tertiary,no,0,yes,no,unknown,5,may,125,2,-1,0,unknown,no
CUST135,23,blue-collar,married,secondary,no,94,yes,no,unknown,5,may,193,1,-1,0,unknown,no
CUST136,32,technician,single,secondary,no,0,yes,no,unknown,5,may,136,1,-1,0,unknown,no
CUST137,43,services,single,unknown,no,0,no,no,unknown,5,may,73,1,-1,0,unknown,no
CUST138,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown,no
CUST139,46,blue-collar,married,secondary,no,265,yes,no,unknown,5,may,541,1,-1,0,unknown,no
CUST140,53,housemaid,divorced,primary,no,947,yes,no,unknown,5,may,163,1,-1,0,unknown,no
CUST141,34,self-employed,single,secondary,no,3,yes,no,unknown,5,may,301,1,-1,0,unknown,no
CUST142,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,no
CUST143,37,blue-collar,married,secondary,no,37,yes,no,unknown,5,may,204,1,-1,0,unknown,no
CUST144,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,98,1,-1,0,unknown,no
CUST145,33,services,married,secondary,no,22,yes,no,unknown,5,may,71,1,-1,0,unknown,no
CUST146,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no
CUST147,48,unemployed,married,secondary,no,293,yes,no,unknown,5,may,243,1,-1,0,unknown,no
CUST148,43,services,married,primary,no,3,yes,no,unknown,5,may,186,2,-1,0,unknown,no
CUST149,54,blue-collar,married,primary,no,348,yes,no,unknown,5,may,579,2,-1,0,unknown,no
CUST150,51,blue-collar,married,unknown,no,-19,yes,no,unknown,5,may,163,2,-1,0,unknown,no
CUST151,26,student,single,secondary,no,0,yes,no,unknown,5,may,610,2,-1,0,unknown,no
CUST152,40,management,married,tertiary,no,-4,yes,no,unknown,5,may,2033,1,-1,0,unknown,no
CUST153,39,management,married,secondary,no,18,yes,no,unknown,5,may,85,1,-1,0,unknown,no
CUST154,50,technician,married,primary,no,139,no,no,unknown,5,may,114,2,-1,0,unknown,no
CUST155,41,services,married,secondary,no,0,yes,no,unknown,5,may,114,2,-1,0,unknown,no
CUST156,51,blue-collar,married,unknown,no,1883,yes,no,unknown,5,may,57,1,-1,0,unknown,no
CUST157,60,retired,divorced,secondary,no,216,yes,no,unknown,5,may,238,1,-1,0,unknown,no
CUST158,52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no
CUST159,48,blue-collar,married,secondary,no,904,yes,no,unknown,5,may,128,2,-1,0,unknown,no
CUST160,48,services,married,unknown,no,1705,yes,no,unknown,5,may,107,1,-1,0,unknown,no
CUST161,39,technician,single,tertiary,no,47,yes,no,unknown,5,may,181,1,-1,0,unknown,no
CUST162,47,services,single,secondary,no,176,yes,no,unknown,5,may,303,2,-1,0,unknown,no
CUST163,40,blue-collar,married,secondary,no,1225,yes,no,unknown,5,may,558,5,-1,0,unknown,no
CUST164,45,technician,married,secondary,no,86,yes,no,unknown,5,may,270,1,-1,0,unknown,no
CUST165,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no
CUST166,52,management,married,tertiary,no,271,yes,no,unknown,5,may,99,1,-1,0,unknown,no
CUST167,54,technician,married,secondary,no,1378,yes,no,unknown,5,may,240,1,-1,0,unknown,no
CUST168,54,admin.,married,tertiary,no,184,no,no,unknown,5,may,673,2,-1,0,unknown,yes
CUST169,50,blue-collar,married,primary,no,0,no,no,unknown,5,may,233,3,-1,0,unknown,no
CUST170,35,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,1056,1,-1,0,unknown,no
CUST171,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown,no
CUST172,53,entrepreneur,married,unknown,no,19,yes,no,unknown,5,may,252,1,-1,0,unknown,no
CUST173,35,retired,single,primary,no,434,no,no,unknown,5,may,138,1,-1,0,unknown,no
CUST174,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no
CUST175,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown,no
CUST176,48,unemployed,married,secondary,no,41,yes,no,unknown,5,may,179,2,-1,0,unknown,no
CUST177,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown,no
CUST178,54,services,married,secondary,no,214,yes,no,unknown,5,may,458,2,-1,0,unknown,no
CUST179,51,management,married,secondary,no,1161,yes,no,unknown,5,may,717,1,-1,0,unknown,no
CUST180,31,services,married,tertiary,no,37,yes,no,unknown,5,may,313,1,-1,0,unknown,no
CUST181,35,technician,divorced,secondary,no,787,yes,no,unknown,5,may,683,2,-1,0,unknown,no
CUST182,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,no
CUST183,38,technician,married,secondary,no,253,yes,no,unknown,5,may,416,1,-1,0,unknown,no
CUST184,36,admin.,married,tertiary,no,211,yes,no,unknown,5,may,146,2,-1,0,unknown,no
CUST185,58,retired,married,primary,no,235,yes,no,unknown,5,may,167,1,-1,0,unknown,no
CUST186,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,no
CUST187,54,management,married,secondary,no,4080,no,no,unknown,5,may,140,1,-1,0,unknown,no
CUST188,34,blue-collar,single,secondary,no,53,yes,yes,unknown,5,may,346,1,-1,0,unknown,no
CUST189,31,management,single,tertiary,no,0,yes,no,unknown,5,may,562,1,-1,0,unknown,no
CUST190,51,retired,married,secondary,no,2127,yes,no,unknown,5,may,172,1,-1,0,unknown,no
CUST191,33,management,married,tertiary,no,377,yes,no,unknown,5,may,217,1,-1,0,unknown,no
CUST192,55,management,married,tertiary,no,73,yes,no,unknown,5,may,142,2,-1,0,unknown,no
CUST193,42,admin.,married,secondary,no,445,yes,no,unknown,5,may,67,1,-1,0,unknown,no
CUST194,34,blue-collar,married,secondary,no,243,yes,no,unknown,5,may,291,1,-1,0,unknown,no
CUST195,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0,unknown,no
CUST196,38,services,married,secondary,no,155,yes,no,unknown,5,may,248,1,-1,0,unknown,no
CUST197,50,technician,divorced,tertiary,no,173,no,yes,unknown,5,may,98,1,-1,0,unknown,no
CUST198,43,management,married,tertiary,no,400,yes,no,unknown,5,may,256,1,-1,0,unknown,no
CUST199,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no
CUST200,47,admin.,married,secondary,no,219,yes,no,unknown,5,may,577,1,-1,0,unknown,no
CUST201,48,self-employed,married,tertiary,no,7,yes,no,unknown,5,may,286,1,-1,0,unknown,no
CUST202,44,blue-collar,married,secondary,no,575,yes,no,unknown,5,may,477,1,-1,0,unknown,no
CUST203,35,student,single,unknown,no,298,yes,no,unknown,5,may,611,2,-1,0,unknown,no
CUST204,35,services,married,secondary,no,0,yes,no,unknown,5,may,471,1,-1,0,unknown,no
CUST205,50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
CUST206,41,management,married,tertiary,no,176,yes,yes,unknown,5,may,42,1,-1,0,unknown,no
CUST207,41,management,married,tertiary,no,517,yes,no,unknown,5,may,251,1,-1,0,unknown,no
CUST208,39,services,single,unknown,no,257,yes,no,unknown,5,may,408,1,-1,0,unknown,no
CUST209,42,retired,married,secondary,no,56,yes,no,unknown,5,may,215,1,-1,0,unknown,no
CUST210,38,blue-collar,married,secondary,no,-390,yes,no,unknown,5,may,287,1,-1,0,unknown,no
CUST211,53,retired,married,secondary,no,330,yes,no,unknown,5,may,216,2,-1,0,unknown,no
CUST212,59,housemaid,divorced,primary,no,195,no,no,unknown,5,may,366,2,-1,0,unknown,no
CUST213,36,services,married,secondary,no,301,yes,no,unknown,5,may,210,1,-1,0,unknown,no
CUST214,54,blue-collar,married,primary,no,-41,yes,no,unknown,5,may,288,1,-1,0,unknown,no
CUST215,40,technician,married,tertiary,no,483,yes,no,unknown,5,may,168,1,-1,0,unknown,no
CUST216,47,unknown,married,unknown,no,28,no,no,unknown,5,may,338,2,-1,0,unknown,no
CUST217,53,unemployed,married,unknown,no,13,no,no,unknown,5,may,410,3,-1,0,unknown,no
CUST218,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,no
CUST219,39,management,married,tertiary,no,378,yes,yes,unknown,5,may,127,2,-1,0,unknown,no
CUST220,40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
CUST221,28,blue-collar,married,primary,no,324,yes,no,unknown,5,may,175,1,-1,0,unknown,no
CUST222,35,entrepreneur,divorced,secondary,no,-69,yes,no,unknown,5,may,300,1,-1,0,unknown,no
CUST223,55,retired,married,secondary,no,0,no,yes,unknown,5,may,136,1,-1,0,unknown,no
CUST224,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
CUST225,48,blue-collar,married,primary,no,278,yes,no,unknown,5,may,125,2,-1,0,unknown,no
CUST226,58,management,married,unknown,no,1065,yes,no,unknown,5,may,213,3,-1,0,unknown,no
CUST227,33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
CUST228,36,blue-collar,married,unknown,no,1033,no,no,unknown,5,may,238,2,-1,0,unknown,no
CUST229,53,services,divorced,secondary,no,1467,yes,no,unknown,5,may,124,1,-1,0,unknown,no
CUST230,47,blue-collar,married,primary,no,-12,yes,no,unknown,5,may,18,1,-1,0,unknown,no
CUST231,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no
CUST232,57,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746,2,-1,0,unknown,no
CUST233,53,blue-collar,married,unknown,no,1827,no,no,unknown,5,may,121,1,-1,0,unknown,no
CUST234,55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,unknown,no
CUST235,45,blue-collar,married,primary,no,25,yes,no,unknown,5,may,40,1,-1,0,unknown,no
CUST236,53,admin.,divorced,secondary,no,315,yes,no,unknown,5,may,181,2,-1,0,unknown,no
CUST237,37,blue-collar,married,primary,no,0,yes,no,unknown,5,may,79,1,-1,0,unknown,no
CUST238,44,admin.,divorced,secondary,no,66,yes,no,unknown,5,may,206,1,-1,0,unknown,no
CUST239,49,blue-collar,divorced,primary,no,-9,yes,yes,unknown,5,may,389,1,-1,0,unknown,no
CUST240,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,-1,0,unknown,no
CUST241,43,entrepreneur,married,unknown,no,100,yes,no,unknown,5,may,702,1,-1,0,unknown,no
CUST242,38,admin.,married,secondary,no,0,no,no,unknown,5,may,151,1,-1,0,unknown,no
CUST243,43,technician,married,secondary,no,434,yes,no,unknown,5,may,117,1,-1,0,unknown,no
CUST244,49,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no
CUST245,42,management,married,unknown,no,275,no,no,unknown,5,may,408,2,-1,0,unknown,no
CUST246,22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,no
CUST247,40,management,married,tertiary,no,207,yes,no,unknown,5,may,39,1,-1,0,unknown,no
CUST248,39,blue-collar,married,secondary,no,483,yes,no,unknown,5,may,282,1,-1,0,unknown,no
CUST249,51,services,married,secondary,no,2248,yes,no,unknown,5,may,714,2,-1,0,unknown,no
CUST250,49,admin.,married,secondary,no,428,yes,no,unknown,5,may,50,1,-1,0,unknown,no
CUST251,53,blue-collar,married,secondary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
CUST252,34,services,single,secondary,no,0,yes,no,unknown,5,may,142,1,-1,0,unknown,no
CUST253,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
CUST254,50,management,single,tertiary,no,297,yes,no,unknown,5,may,119,1,-1,0,unknown,no
CUST255,39,blue-collar,married,primary,no,279,yes,no,unknown,5,may,361,1,-1,0,unknown,no
CUST256,59,entrepreneur,divorced,secondary,no,901,yes,no,unknown,5,may,73,3,-1,0,unknown,no
CUST257,30,technician,single,secondary,no,2573,yes,no,unknown,5,may,67,2,-1,0,unknown,no
CUST258,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
CUST259,40,blue-collar,married,secondary,no,475,yes,no,unknown,5,may,332,2,-1,0,unknown,no
CUST260,53,blue-collar,married,secondary,no,70,yes,no,unknown,5,may,611,2,-1,0,unknown,no
CUST261,34,management,single,tertiary,no,318,yes,no,unknown,5,may,113,2,-1,0,unknown,no
CUST262,37,technician,married,secondary,no,275,yes,no,unknown,5,may,132,1,-1,0,unknown,no
CUST263,42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
CUST264,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,-1,0,unknown,no
CUST265,30,student,single,tertiary,no,25,yes,no,unknown,5,may,89,2,-1,0,unknown,no
CUST266,37,management,single,tertiary,no,600,yes,no,unknown,5,may,152,1,-1,0,unknown,no
CUST267,39,admin.,divorced,secondary,no,-349,yes,no,unknown,5,may,611,2,-1,0,unknown,no
CUST268,41,blue-collar,married,primary,no,183,yes,yes,unknown,5,may,110,2,-1,0,unknown,no
CUST269,40,blue-collar,married,primary,no,0,yes,no,unknown,5,may,463,1,-1,0,unknown,no
CUST270,42,management,single,tertiary,no,0,yes,yes,unknown,5,may,562,2,-1,0,unknown,yes
CUST271,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
CUST272,57,technician,married,secondary,no,1078,yes,no,unknown,5,may,10,4,-1,0,unknown,no
CUST273,56,entrepreneur,divorced,secondary,no,155,no,no,unknown,5,may,118,3,-1,0,unknown,no
CUST274,37,admin.,married,secondary,no,190,yes,no,unknown,5,may,92,2,-1,0,unknown,no
CUST275,59,retired,married,secondary,no,319,yes,no,unknown,5,may,143,3,-1,0,unknown,no
CUST276,39,services,divorced,secondary,no,-185,yes,no,unknown,5,may,189,3,-1,0,unknown,no
CUST277,49,services,married,secondary,no,47,no,no,unknown,5,may,234,2,-1,0,unknown,no
CUST278,38,services,single,secondary,no,570,yes,no,unknown,5,may,75,2,-1,0,unknown,no
CUST279,36,self-employed,married,tertiary,no,19,no,no,unknown,5,may,189,2,-1,0,unknown,no
CUST280,50,blue-collar,married,primary,no,61,yes,no,unknown,5,may,621,3,-1,0,unknown,no
